recno,Q,Img,Name,Type,Score,delSc,Prob,zsp,zph,e_zph,Mod,Ref,gmag,rmag,zmag,Survey,Sloan,_RA,_DE,pair_ok
1200,C,1200,DESI-264.2946+26.8373,DC,2.5,1,0.96,0.4208,,,L18,,20.86,19.06,18.11,DECaLS,Sloan,264.2946,26.8373,True
1201,C,1201,DESI-266.3918+27.2260,DC,2.0,0,0.19,,0.751,0.054,L18,,22.72,20.95,19.27,DECaLS,Sloan,266.3918,27.226,True
1202,C,1202,DESI-267.9412+43.5847,DC,2.0,0,0.28,0.7418,,,L18,,22.6,20.77,18.94,MzLS,Sloan,267.9412,43.5847,True
1203,C,1203,DESI-267.9501+43.5780,DC,2.0,0,0.74,,0.559,0.268,L18,,22.8,21.22,19.47,MzLS,Sloan,267.9501,43.578,True
1204,C,1204,DESI-270.2102+35.8525,DC,2.5,1,0.94,,0.807,0.034,L18,,23.51,21.46,19.49,MzLS,Sloan,270.2102,35.8525,True
1205,C,1205,DESI-270.4979+48.3192,DC,2.0,0,0.88,0.402,,,L18,,19.68,17.87,16.81,MzLS,Sloan,270.4979,48.3192,True
1206,C,1206,DESI-270.5244+35.2017,DC,2.5,1,0.99,,0.343,0.025,L18,,19.43,17.74,16.91,MzLS,Sloan,270.5244,35.2017,True
1207,C,1207,DESI-273.3831+34.2652,DC,2.5,1,0.1,,0.217,0.011,L18,,18.53,17.14,16.3,MzLS,Sloan,273.3831,34.2652,True
1208,C,1208,DESI-273.6883+54.7764,DC,2.0,0,0.52,,0.51,0.016,L18,,21.28,19.37,18.12,MzLS,Sloan,273.6883,54.7764,True
1209,C,1209,DESI-274.3781+42.3118,DC,2.0,0,0.51,0.5793,,,L18,,21.72,20.1,18.63,MzLS,Sloan,274.3781,42.3118,True
1210,C,1210,DESI-275.2007+40.0650,DC,2.5,1,0.77,,0.848,0.067,L18,,22.98,21.67,19.96,MzLS,Sloan,275.2007,40.065,True
1211,C,1211,DESI-276.8661+51.8599,DC,2.0,0,0.77,,0.783,0.023,L18,,22.09,20.32,18.38,MzLS,Sloan,276.8661,51.8599,True
1212,C,1212,DESI-277.7776+57.3732,DC,2.0,0,0.13,,0.789,0.068,L18,,22.99,21.5,19.63,MzLS,Sloan,277.7776,57.3732,True
1213,C,1213,DESI-279.6919+47.5645,DC,2.0,0,0.97,,0.388,0.015,L18,,20.66,18.82,17.82,MzLS,Sloan,279.6919,47.5645,True
1214,C,1214,DESI-281.6950+76.1017,DC,2.5,1,1.0,,0.721,0.054,L18,,21.57,20.08,18.43,MzLS,Sloan,281.695,76.1017,True
1215,C,1215,DESI-282.8164+66.4911,DC,2.0,0,0.83,,0.667,0.018,L18,,22.31,20.43,18.77,MzLS,Sloan,282.8164,66.4911,True
1216,C,1216,DESI-283.8139+45.1750,DC,2.0,0,0.81,,0.692,0.172,L18,,21.72,20.66,19.31,MzLS,Sloan,283.8139,45.175,True
1217,C,1217,DESI-286.9816+69.1405,DC,2.5,1,0.36,,0.181,0.014,shielded,,18.76,17.4,16.47,MzLS,Sloan,286.9816,69.1405,True
1218,C,1218,DESI-290.9468+61.3182,DC,2.5,1,0.91,,0.575,0.018,L18,,21.83,19.86,18.46,MzLS,Sloan,290.9468,61.3182,True
1219,C,1219,DESI-291.7549+66.7310,DC,2.5,1,0.3,,0.695,0.037,L18,,21.96,20.41,18.75,MzLS,Sloan,291.7549,66.731,True
1220,C,1220,DESI-291.8967+54.2998,DC,2.0,0,0.49,,0.588,0.026,L18,,23.06,21.09,19.57,MzLS,Sloan,291.8967,54.2998,True
1221,C,1221,DESI-296.6448+60.3651,DC,2.5,1,0.93,0.2854,,,L18,,19.36,17.96,17.06,MzLS,Sloan,296.6448,60.3651,True
1222,C,1222,DESI-308.6348-47.1690,REX,2.0,0,0.87,,0.729,0.062,shielded,,20.95,20.16,19.23,DECaLS,Sloan,308.6348,-47.169,True
1223,C,1223,DESI-308.8072+00.7818,DC,2.5,1,0.59,0.3933,,,shielded,,22.55,20.89,19.73,DECaLS,Sloan,308.8072,0.7818,True
1224,C,1224,DESI-310.9666+03.2223,DC,2.0,0,0.15,0.3051,,,L18,,20.18,18.67,17.77,DECaLS,Sloan,310.9666,3.2223,True
1225,C,1225,DESI-313.3618-09.2758,DC,2.5,1,0.45,,0.419,0.016,L18,,20.46,18.49,17.44,DECaLS,Sloan,313.3618,-9.2758,True
1226,C,1226,DESI-313.5823-41.4077,REX,2.5,1,0.28,,0.406,0.224,shielded,,20.51,18.96,18.08,DECaLS,Sloan,313.5823,-41.4077,True
1227,C,1227,DESI-314.7376+04.7259,DC,2.5,1,0.42,0.5939,,,L18,,22.2,20.74,18.99,DECaLS,Sloan,314.7376,4.7259,True
1228,C,1228,DESI-315.3295+02.2958,DC,2.5,1,0.67,0.7481,,,L18,,23.22,22.06,19.81,DECaLS,Sloan,315.3295,2.2958,True
1229,C,1229,DESI-316.8445-00.9920,REX,2.0,2,0.13,0.5142,,,shielded,,21.04,19.62,18.52,DECaLS,Sloan,316.8445,-0.992,True
1230,C,1230,DESI-319.1672-01.5035,DC,2.0,0,0.26,0.1627,,,shielded,,19.7,18.55,17.78,DECaLS,Sloan,319.1672,-1.5035,True
1231,C,1231,DESI-319.4948-00.7468,REX,2.0,0,1.0,0.3865,,,L18,,21.58,20.88,19.69,DECaLS,Sloan,319.4948,-0.7468,True
1232,C,1232,DESI-319.5281+16.9379,DC,2.0,0,0.73,0.661,,,L18,,22.75,21.12,19.64,DECaLS,Sloan,319.5281,16.9379,True
1233,C,1233,DESI-319.7068-63.3875,REX,2.0,0,0.33,,0.656,0.053,shielded,,21.83,20.79,19.86,DECaLS,Sloan,319.7068,-63.3875,True
1234,C,1234,DESI-320.1446-11.1251,DC,2.5,1,0.47,0.5877,,,shielded,,22.46,20.67,19.21,DECaLS,Sloan,320.1446,-11.1251,True
1235,C,1235,DESI-320.8584+01.8867,DC,2.5,1,0.39,0.5249,,,L18,,20.65,18.78,17.37,DECaLS,Sloan,320.8584,1.8867,True
1236,C,1236,DESI-321.3061-00.0295,DC,2.0,0,0.15,,0.618,0.199,L18,,21.85,20.82,19.49,DECaLS,Sloan,321.3061,-0.0295,True
1237,C,1237,DESI-321.5604+09.8332,DC,2.5,1,0.51,0.5691,,,shielded,,22.88,20.91,19.02,DECaLS,Sloan,321.5604,9.8332,True
1238,C,1238,DESI-322.6011-61.9086,REX,2.0,0,0.74,,0.828,0.056,L18,,21.38,20.55,19.38,DECaLS,Sloan,322.6011,-61.9086,True
1239,C,1239,DESI-324.8366-63.7250,REX,2.0,0,0.74,,0.512,0.086,shielded,,22.07,20.67,19.44,DECaLS,Sloan,324.8366,-63.725,True
1240,C,1240,DESI-326.2881+19.8848,REX,2.0,0,0.99,0.6892,,,shielded,,22.91,21.24,19.26,DECaLS,Sloan,326.2881,19.8848,True
1241,C,1241,DESI-326.7119-43.0078,REX,2.0,0,1.0,,0.831,0.078,L18,,21.36,20.58,19.29,DECaLS,Sloan,326.7119,-43.0078,True
1242,C,1242,DESI-327.4249-44.1038,REX,2.5,1,1.0,,0.628,0.038,L18,,21.11,19.99,18.97,DECaLS,Sloan,327.4249,-44.1038,True
1243,C,1243,DESI-327.4427-00.3822,REX,2.5,1,0.36,0.566,,,L18,,21.05,19.41,18.15,DECaLS,Sloan,327.4427,-0.3822,True
1244,C,1244,DESI-328.0860-43.5877,REX,2.0,0,0.38,,0.582,0.047,shielded,,20.75,19.67,18.84,DECaLS,Sloan,328.086,-43.5877,True
1245,C,1245,DESI-328.7427+16.3475,REX,2.0,0,0.52,0.5108,,,shielded,,22.77,20.81,19.65,DECaLS,Sloan,328.7427,16.3475,True
1246,C,1246,DESI-329.5066+06.6401,DC,2.5,1,0.67,0.5044,,,L18,,21.43,19.81,18.73,DECaLS,Sloan,329.5066,6.6401,True
1247,C,1247,DESI-330.1481+23.6703,DC,2.0,0,0.11,0.6629,,,L18,,21.76,20.27,18.53,DECaLS,Sloan,330.1481,23.6703,True
1248,C,1248,DESI-330.4536+01.8039,DC,2.5,1,0.89,0.4534,,,L18,,20.93,19.13,18.14,DECaLS,Sloan,330.4536,1.8039,True
1249,C,1249,DESI-330.5620+10.6918,REX,2.5,1,0.13,0.3004,,,shielded,,19.73,17.99,17.03,DECaLS,Sloan,330.562,10.6918,True
1250,C,1250,DESI-331.9712-00.6607,DC,2.5,1,0.1,0.5372,,,L18,,22.18,20.25,18.92,DECaLS,Sloan,331.9712,-0.6607,True
1251,C,1251,DESI-333.8922-46.6457,REX,2.0,0,0.34,,0.336,0.049,L18,,19.49,18.02,17.18,DECaLS,Sloan,333.8922,-46.6457,True
1252,C,1252,DESI-334.2188-08.9595,DC,2.0,2,1.0,0.3127,,,L18,,20.17,18.65,17.58,DECaLS,Sloan,334.2188,-8.9595,True
1253,C,1253,DESI-334.5268+20.8617,DC,2.0,0,0.89,0.1981,,,L18,,18.6,17.23,16.42,DECaLS,Sloan,334.5268,20.8617,True
1254,C,1254,DESI-334.7964+08.9935,DC,2.0,0,0.16,,0.44,0.176,L18,,21.43,20.53,19.69,DECaLS,Sloan,334.7964,8.9935,True
1255,C,1255,DESI-335.2071-11.9607,DC,2.5,1,0.36,,0.366,0.013,L18,,20.17,18.41,17.49,DECaLS,Sloan,335.2071,-11.9607,True
1256,C,1256,DESI-336.7102+15.1795,DC,2.0,0,0.59,0.5059,,,L18,,22.25,20.71,19.15,DECaLS,Sloan,336.7102,15.1795,True
1257,C,1257,DESI-338.1775+01.6182,DC,2.5,1,0.35,0.4101,,,L18,,21.48,19.87,18.99,DECaLS,Sloan,338.1775,1.6182,True
1258,C,1258,DESI-338.9341+07.7338,DC,2.0,0,0.7,0.4919,,,L18,,21.3,19.42,18.2,DECaLS,Sloan,338.9341,7.7338,True
1259,C,1259,DESI-339.3998-12.0424,REX,2.5,1,0.6,,0.432,0.028,shielded,,22.42,20.55,19.57,DECaLS,Sloan,339.3998,-12.0424,True
1260,C,1260,DESI-340.0966+26.9614,DC,2.0,0,1.0,0.2671,,,L18,,18.57,17.02,16.15,DECaLS,Sloan,340.0966,26.9614,True
1261,C,1261,DESI-340.6218+03.2048,DC,2.5,1,0.94,0.5738,,,L18,,22.96,21.55,19.66,DECaLS,Sloan,340.6218,3.2048,True
1262,C,1262,DESI-340.7868-55.1416,REX,2.0,0,0.99,,0.78,0.046,shielded,,21.37,20.41,19.18,DECaLS,Sloan,340.7868,-55.1416,True
1263,C,1263,DESI-341.2747+00.6718,REX,2.5,1,0.37,0.6426,,,L18,,21.27,20.12,19.06,DECaLS,Sloan,341.2747,0.6718,True
1264,C,1264,DESI-341.8330+18.0226,DC,2.5,1,0.63,0.3,,,L18,a,19.49,18.04,17.14,DECaLS,Sloan,341.833,18.0226,True
1265,C,1265,DESI-342.0957+01.8350,DC,2.5,1,0.27,0.515,,,L18,k,21.64,19.84,18.48,DECaLS,Sloan,342.0957,1.835,True
1266,C,1266,DESI-342.2726+19.8035,DC,2.0,0,0.31,0.4892,,,L18,,22.92,21.49,19.87,DECaLS,Sloan,342.2726,19.8035,True
1267,C,1267,DESI-343.7432+03.9726,REX,2.0,2,0.1,,0.237,0.023,shielded,,17.97,16.63,15.83,DECaLS,Sloan,343.7432,3.9726,True
1268,C,1268,DESI-344.5905+05.0181,DC,2.5,1,0.95,0.6923,,,L18,,22.43,21.0,19.09,DECaLS,Sloan,344.5905,5.0181,True
1269,C,1269,DESI-344.9569+12.0924,DC,2.0,0,0.86,0.2568,,,L18,,21.2,19.84,18.54,DECaLS,Sloan,344.9569,12.0924,True
1270,C,1270,DESI-344.9861-02.7461,DC,2.0,0,0.97,0.4047,,,L18,,21.46,19.81,18.83,DECaLS,Sloan,344.9861,-2.7461,True
1271,C,1271,DESI-345.8679+08.9273,DC,2.5,1,0.96,0.5559,,,L18,,20.85,19.16,17.72,DECaLS,Sloan,345.8679,8.9273,True
1272,C,1272,DESI-346.1290-60.6806,REX,2.5,1,0.95,,0.619,0.046,shielded,,20.82,19.81,19.01,DECaLS,Sloan,346.129,-60.6806,True
1273,C,1273,DESI-346.6288+27.4720,DC,2.5,1,0.47,0.5264,,,L18,,22.64,20.87,19.48,DECaLS,Sloan,346.6288,27.472,True
1274,C,1274,DESI-346.7223-12.6443,DC,2.0,0,1.0,,0.394,0.014,L18,,19.72,17.87,16.91,DECaLS,Sloan,346.7223,-12.6443,True
1275,C,1275,DESI-346.7984-12.4431,DC,2.0,0,0.24,,0.331,0.014,L18,,20.66,19.04,18.21,DECaLS,Sloan,346.7984,-12.4431,True
1276,C,1276,DESI-347.1009+28.9983,DC,2.5,1,1.0,0.3953,,,L18,,22.71,21.03,19.55,DECaLS,Sloan,347.1009,28.9983,True
1277,C,1277,DESI-347.3571+28.3380,DC,2.0,0,0.76,0.3061,,,L18,a,20.53,19.04,18.14,DECaLS,Sloan,347.3571,28.338,True
1278,C,1278,DESI-347.7997-09.4026,DC,2.5,1,0.94,0.6376,,,L18,,21.45,19.64,18.2,DECaLS,Sloan,347.7997,-9.4026,True
1279,C,1279,DESI-347.9137-08.0379,REX,2.0,0,0.12,0.319,,,shielded,,20.08,18.56,17.69,DECaLS,Sloan,347.9137,-8.0379,True
1280,C,1280,DESI-348.1504-03.4410,DC,2.5,1,1.0,0.3298,,,L18,,19.07,17.49,16.61,DECaLS,Sloan,348.1504,-3.441,True
1281,C,1281,DESI-348.2452+04.8615,DC,2.5,1,0.18,0.3382,,,L18,,19.24,17.54,16.59,DECaLS,Sloan,348.2452,4.8615,True
1282,C,1282,DESI-348.3888-00.0460,DC,2.5,1,0.12,0.5643,,,L18,,22.98,21.55,19.81,DECaLS,Sloan,348.3888,-0.046,True
1283,C,1283,DESI-349.3386+14.7537,DC,2.0,0,0.36,0.4549,,,L18,,20.55,18.62,17.53,DECaLS,Sloan,349.3386,14.7537,True
1284,C,1284,DESI-349.5061+13.3835,DC,2.5,1,0.74,0.5571,,,L18,,21.83,19.96,18.28,DECaLS,Sloan,349.5061,13.3835,True
1285,C,1285,DESI-349.8902-01.1028,DC,2.0,0,0.9,0.5712,,,L18,,21.18,20.27,19.22,DECaLS,Sloan,349.8902,-1.1028,True
1286,C,1286,DESI-349.8938+11.8378,DC,2.5,1,1.0,0.5206,,,L18,a,22.06,20.23,18.97,DECaLS,Sloan,349.8938,11.8378,True
1287,C,1287,DESI-350.0271-12.0343,DC,2.5,1,0.83,,0.4,0.018,L18,,20.39,18.58,17.62,DECaLS,Sloan,350.0271,-12.0343,True
1288,C,1288,DESI-350.1155-00.5958,DC,2.0,0,0.72,0.4668,,,L18,,22.0,20.11,18.79,DECaLS,Sloan,350.1155,-0.5958,True
1289,C,1289,DESI-350.2503-13.4958,DC,2.0,0,0.98,,0.683,0.067,L18,,21.58,20.02,18.55,DECaLS,Sloan,350.2503,-13.4958,True
1290,C,1290,DESI-350.8416+10.7701,DC,2.0,0,1.0,0.5166,,,L18,,21.38,19.61,18.37,DECaLS,Sloan,350.8416,10.7701,True
1291,C,1291,DESI-351.8760-10.4864,DC,2.0,0,0.54,0.3882,,,L18,,20.82,19.15,18.27,DECaLS,Sloan,351.876,-10.4864,True
1292,C,1292,DESI-352.1378-14.5816,REX,2.0,0,0.34,,0.41,0.049,shielded,,20.96,19.65,18.81,DECaLS,Sloan,352.1378,-14.5816,True
1293,C,1293,DESI-352.2239+00.0936,DC,2.5,1,0.71,0.439,,,L18,e,21.05,19.27,18.23,DECaLS,Sloan,352.2239,0.0936,True
1294,C,1294,DESI-352.6210-05.0038,REX,2.0,0,0.79,0.6345,,,shielded,,20.8,20.09,19.23,DECaLS,Sloan,352.621,-5.0038,True
1295,C,1295,DESI-352.9172-10.0133,DC,2.5,1,1.0,0.2137,,,L18,,19.64,18.13,17.3,DECaLS,Sloan,352.9172,-10.0133,True
1296,C,1296,DESI-353.1493-00.0513,DC,2.0,0,0.97,0.5917,,,L18,e,21.85,19.98,18.77,DECaLS,Sloan,353.1493,-0.0513,True
1297,C,1297,DESI-353.2414+07.2878,DC,2.5,1,0.18,0.2956,,,L18,,21.27,19.82,18.96,DECaLS,Sloan,353.2414,7.2878,True
1298,C,1298,DESI-353.9228+00.6577,REX,2.0,0,0.61,0.4617,,,shielded,,22.26,20.39,19.34,DECaLS,Sloan,353.9228,0.6577,True
1299,C,1299,DESI-355.1190+29.7964,DC,2.5,1,0.99,0.4956,,,L18,,21.22,19.44,18.21,DECaLS,Sloan,355.119,29.7964,True
1300,C,1300,DESI-355.2734+24.1552,DC,2.5,1,0.37,0.2531,,,L18,,18.11,16.56,15.72,DECaLS,Sloan,355.2734,24.1552,True
1301,C,1301,DESI-355.7900-13.8140,DC,2.5,1,0.97,,0.736,0.014,L18,,22.48,20.39,18.64,DECaLS,Sloan,355.79,-13.814,True
1302,C,1302,DESI-356.4023+14.0221,DC,2.5,1,0.24,0.2247,,,L18,,19.6,18.31,17.42,DECaLS,Sloan,356.4023,14.0221,True
1303,C,1303,DESI-356.8749-00.1896,DC,2.5,1,0.59,,0.768,0.097,L18,,21.44,20.21,18.63,DECaLS,Sloan,356.8749,-0.1896,True
1304,C,1304,DESI-357.3211-04.4758,DC,2.0,0,0.43,0.707,,,L18,,21.26,19.64,18.34,DECaLS,Sloan,357.3211,-4.4758,True
1305,C,1305,DESI-358.0861+18.1055,DC,2.0,0,0.76,0.2761,,,L18,,20.88,19.34,18.49,DECaLS,Sloan,358.0861,18.1055,True
1306,C,1306,DESI-358.4109-13.2745,DC,2.5,1,0.68,,0.501,0.033,L18,,21.31,19.7,18.61,DECaLS,Sloan,358.4109,-13.2745,True
1307,C,1307,DESI-358.5112-10.0359,DC,2.0,0,0.22,0.4271,,,L18,,19.96,18.12,17.17,DECaLS,Sloan,358.5112,-10.0359,True
1308,C,1308,DESI-358.6999+05.0447,DC,2.0,0,1.0,0.4691,,,L18,,21.78,20.14,18.56,DECaLS,Sloan,358.6999,5.0447,True
1309,C,1309,DESI-359.1421+02.6922,DC,2.5,1,0.57,0.7455,,,L18,,23.01,21.38,19.49,DECaLS,Sloan,359.1421,2.6922,True
1310,C,1310,DESI-359.7217+01.4018,DC,2.5,1,0.93,0.3398,,,shielded,,21.33,19.89,18.68,DECaLS,Sloan,359.7217,1.4018,True
1311,C,1311,DESI-359.8831-02.2601,DC,2.5,1,0.45,0.6462,,,L18,,20.84,18.99,17.66,DECaLS,Sloan,359.8831,-2.2601,True
1312,C,1312,DESI-359.9690+03.3971,REX,2.5,1,0.61,0.2749,,,shielded,,21.82,20.27,19.46,DECaLS,Sloan,359.969,3.3971,True
